Species,Genus,Family,SuperFamily,Order,Class,Major,J_per_mgWM,Mobility_code,Food_code
Prionotus sp.,Prionotus,Triglidae,Scorpaeniformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,3.0
Stenotomus caprinus,Stenotomus,Sparidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,2.0
Lagocephalus laevigatus,Lagocephalus,Tetraodontidae,Tetraodontiformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,3.0
Pholoe minuta,Pholoe,Pholoidae,Phyllodocida,Aciculata,Polychaeta,Annelida,,1.0,2.0
Platynereis dumerilii,Platynereis,Nereididae,Phyllodocida,Aciculata,Polychaeta,Annelida,,1.0,2.0
Glycera alba,Glycera,Glyceridae,Phyllodocida,Aciculata,Polychaeta,Annelida,,1.0,2.0
Akera bullata,Akera,Akeridae,Anaspidea,Opisthobranchia,Gastropoda,Mollusca,,1.0,1.0
Nucula tenuis,Nucula,Nuculidae,Nuculoida,Protobranchia,Bivalvia,Mollusca,,1.0,2.0
Thyasira flexuosa,Thyasira,Thyasiridae,Veneroida,Heterodonta,Bivalvia,Mollusca,,1.0,1.0
Lucinoma borealis,Lucinoma,Lucinidae,Veneroida,Heterodonta,Bivalvia,Mollusca,,1.0,1.0
Crassostrea virginica,Crassostrea,Ostreidae,Ostreoida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Diaptomus minutus,Diaptomus,Diaptomidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Diaptomus minutus,Diaptomus,Diaptomidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Diaptomus minutus,Diaptomus,Diaptomidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Diaptomus minutus,Diaptomus,Diaptomidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Diaptomus minutus,Diaptomus,Diaptomidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Diaptomus minutus,Diaptomus,Diaptomidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Cyclops bicuspidatus,Cyclops,Cyclopidae,Cyclopoida,Podoplea,Copepoda,Crustacea,,3.0,1.0
Cyclops bicuspidatus,Cyclops,Cyclopidae,Cyclopoida,Podoplea,Copepoda,Crustacea,,3.0,1.0
Cyclops bicuspidatus,Cyclops,Cyclopidae,Cyclopoida,Podoplea,Copepoda,Crustacea,,3.0,1.0
Cyclops bicuspidatus,Cyclops,Cyclopidae,Cyclopoida,Podoplea,Copepoda,Crustacea,,3.0,1.0
Cyclops bicuspidatus,Cyclops,Cyclopidae,Cyclopoida,Podoplea,Copepoda,Crustacea,,3.0,1.0
Cyclops bicuspidatus,Cyclops,Cyclopidae,Cyclopoida,Podoplea,Copepoda,Crustacea,,3.0,1.0
Holopedium gibberum,Holopedium,Holopediidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Bosmina longirostris,Bosmina,Bosminidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Keratella sp.,Keratella,Brachionidae,Monogononta,Monogononta,Rotifera,Rotifera,,3.0,1.0
Daphnia dubia,Daphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Daphnia dubia,Daphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Holopedium gibberum,Holopedium,Holopediidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Crassostrea gigas,Crassostrea,Ostreidae,Ostreoida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Nereis diversicolor,Nereis,Nereididae,Phyllodocida,Aciculata,Polychaeta,Annelida,,1.0,3.0
Nereis succinea,Nereis,Nereididae,Phyllodocida,Aciculata,Polychaeta,Annelida,,1.0,3.0
Polydora ligni,Polydora,Spionidae,Spionida,Canalipalpata,Polychaeta,Annelida,,0.0,1.0
Paranais sp.,Paranais,Naididae,Haplotaxida,Oligochaeta,Clitellata,Annelida,,1.0,2.0
Hydrobia ulvae,Hydrobia,Hydrobiidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,1.0,1.0
Hydrobia ventrosa,Hydrobia,Hydrobiidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,1.0,1.0
Potamopyrgus jenkinsi,Potamopyrgus,Hydrobiidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,1.0,1.0
Mya arenaria,Mya,Myidae,Myoida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Cardium lamarcki,Cardium,Cardiidae,Veneroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Corophium volutator,Corophium,Corophiidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,1.0,2.0
Microdeutopus gryllotalpa,Microdeutopus,Aoridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,2.0,2.0
Tylos granulatus,Tylos,Tylidae,Oniscidea,Isopoda,Malacostraca,Crustacea,,1.0,2.0
Pontogeloides latipes,Pontogeloides,Isopoda,Isopoda,Isopoda,Malacostraca,Crustacea,,1.0,1.0
Eurydice longicornis,Eurydice,Cirolanidae,Flabellifera,Isopoda,Malacostraca,Crustacea,,1.0,2.0
Excirolana natalensis,Excirolana,Cirolanidae,Flabellifera,Isopoda,Malacostraca,Crustacea,,1.0,2.0
Niambia sp.,Niambia,Platyarthridae,Oniscidea,Isopoda,Malacostraca,Crustacea,,1.0,2.0
Talorchestia capensis,Talorchestia,Talitridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,1.0,2.0
Pseudharpinia excavata,Pseudharpinia,Phoxocephalidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,1.0,2.0
Urothoe grimaldii,Urothoe,Urothoidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,1.0,2.0
Gastrosaccus psammodytes,Gastrosaccus,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,,1.0,3.0
Donax serra,Donax,Donacidae,Veneroida,Heterodonta,Bivalvia,Mollusca,,1.0,1.0
Scolelepis squamata,Scolelepis,Spionidae,Spionida,Canalipalpata,Polychaeta,Annelida,,0.0,2.0
Sigalion capense,Sigalion,Sigalionidae,Phyllodocida,Aciculata,Polychaeta,Annelida,,0.0,1.0
Nephtys capensis,Nephtys,Nephtyidae,Phyllodocida,Aciculata,Polychaeta,Annelida,,1.0,3.0
Oligochaeta,Taxon > Genus,-,-,Oligochaeta,Clitellata,Annelida,,1.0,2.0
Cerebratulus fuscus,Cerebratulus,Lineidae,Heteronemertea,Anopla,Anopla,Nemertea,,1.0,3.0
Mytilus galloprovincialis,Mytilus,Mytilidae,Mytiloida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Seriphus politus,Seriphus,Sciaenidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,3.0
Engraulis mordax,Engraulis,Engraulidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,,3.0,2.0
Alosa pseudoharengus,Alosa,Clupeidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,,3.0,1.0
Dorosoma cepedianum,Dorosoma,Clupeidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,,3.0,1.0
Alosa pseudoharengus,Alosa,Clupeidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,,3.0,1.0
Chironomus plumosus,Chironomus,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,1.462,1.0,2.0
Chironomus plumosus,Chironomus,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,2.3165,1.0,2.0
Einfeldia carbonaria,Einfeldia,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,2.4440000000000004,1.0,2.0
Procladius sp.,Procladius,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,2.0758,1.0,2.0
Potamothrix hammoniensis,Potamothrix,Tubificidae,Haplotaxida,Oligochaeta,Clitellata,Annelida,2.3968,1.0,2.0
Gastrosaccus sp.,Gastrosaccus,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,3.612400000000001,2.0,3.0
Chironomus plumosus,Chironomus,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,2.0
Gammarus fasciatus,Gammarus,Gammaridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,1.0,2.0
Hyalella azteca,Hyalella,Hyalellidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,1.0,2.0
Asellus sp.,Asellus,Asellidae,Asellota,Isopoda,Malacostraca,Crustacea,,1.0,2.0
Chironomus sp.,Chironomidae,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,2.0,2.0
Glyptotendipes sp.,Glyptotendipes,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,2.0
Caenis sp.,Caenis,Caenidae,Furcatergalia,Ephemeroptera,Pterygota,Insecta,,1.0,2.0
Daphnia sp.,Daphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Daphnia sp.,Daphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Leptodora kindtii,Leptodora,Leptodoridae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Hyalella azteca,Hyalella,Hyalellidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,1.0,2.0
Monoporeia affinis,Monoporeia,Pontoporeiidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,1.0,2.0
Asplanchna sp.,Asplanchna,Asplanchnidae,Monogononta,Monogononta,Rotifera,Rotifera,,3.0,1.0
Heliodiaptomus sp.,Heliodiaptomus,Diaptomidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Heliodiaptomus sp.,Heliodiaptomus,Diaptomidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Moina sp.,Moina,Moinidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Daphnia sp.,Daphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Daphnia sp.,Daphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Cypris sp.,Cypris,Cyprididae,Podocopa,Ostracoda,Ostracoda,Crustacea,,3.0,1.0
Chironomus sp.,Chironomidae,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,1.0
Chironomus sp.,Chironomidae,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,1.0
Lymnaea sp.,Lymnaea,Lymnaeidae,Basommatophora,Basommatophora,Gastropoda,Mollusca,,1.0,1.0
Lymnaea sp.,Lymnaea,Lymnaeidae,Basommatophora,Basommatophora,Gastropoda,Mollusca,,1.0,1.0
Sander vitreum,Sander,Percidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,7.836985074626864,3.0,3.0
Oncorhynchus tshawytscha,Oncorhynchus,Salmonidae,Salmoniformes,Protacanthopterygii,Teleostei,Osteichthyes,5.9131343283582085,3.0,3.0
Oncorhynchus mykiss,Oncorhynchus,Salmonidae,Salmoniformes,Protacanthopterygii,Teleostei,Osteichthyes,6.321223880597014,3.0,3.0
Osmerus mordax,Osmerus,Osmeridae,Osmeriformes,Protacanthopterygii,Teleostei,Osteichthyes,5.394277611940298,3.0,3.0
Coregonus artedii,Coregonus,Salmonidae,Salmoniformes,Protacanthopterygii,Teleostei,Osteichthyes,8.711462686567163,3.0,3.0
Sander vitreum,Sander,Percidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,5.12610447761194,3.0,3.0
Oncorhynchus tshawytscha,Oncorhynchus,Salmonidae,Salmoniformes,Protacanthopterygii,Teleostei,Osteichthyes,5.198977611940299,3.0,3.0
Oncorhynchus mykiss,Oncorhynchus,Salmonidae,Salmoniformes,Protacanthopterygii,Teleostei,Osteichthyes,5.403022388059701,3.0,3.0
Perca flavescens,Perca,Percidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,4.805462686567164,3.0,3.0
Notropis hudsonius,Notropis,Cyprinidae,Cypriniformes,Ostariophysi,Teleostei,Osteichthyes,4.892910447761194,3.0,3.0
Catostomus commersoni,Catostomus,Catostomidae,Cypriniformes,Ostariophysi,Teleostei,Osteichthyes,3.641933475,3.0,3.0
Cyprinus carpio,Cyprinus,Cyprinidae,Cypriniformes,Ostariophysi,Teleostei,Osteichthyes,3.58775865,3.0,3.0
Luxilus cornutus,Luxilus,Cyprinidae,Cypriniformes,Ostariophysi,Teleostei,Osteichthyes,4.99525785,3.0,3.0
Notropis atherinoides,Notropis,Cyprinidae,Cypriniformes,Ostariophysi,Teleostei,Osteichthyes,5.1365853,3.0,3.0
Pimephales promelas,Pimephales,Cyprinidae,Cypriniformes,Ostariophysi,Teleostei,Osteichthyes,4.1988105,3.0,3.0
Hiodon alosoides,Hiodon,Hiodontidae,Osteoglossiformes,Osteoglossomorpha,Teleostei,Osteichthyes,6.065822699999999,3.0,3.0
Parophrys vetulus,Parophrys,Pleuronectidae,Pleuronectiformes,Acanthopterygii,Teleostei,Osteichthyes,,2.0,3.0
Daphnia sp.,Daphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Leptodora kindtii,Leptodora,Leptodoridae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Hyalella azteca,Hyalella,Hyalellidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,1.0,2.0
Glyptotendipes sp.,Glyptotendipes,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,2.0
Metriocnemus knabi,Metriocnemus,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,2.0
Chironomus attennuatus,Chironomus,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,2.0
Acartia sp.,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Centropages hamatus,Centropages,Centropagidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Daphnia cristata,Daphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Eurytemora affinis,Eurytemora,Temoridae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Limnocalanus macrurus,Limnocalanus,Centropagidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Temora longicornis,Temora,Sulcanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Lymnaea peregra,Lymnaea,Lymnaeidae,Basommatophora,Basommatophora,Gastropoda,Mollusca,,1.0,1.0
Anisus acronicus,Anisus,Planorbidae,Basommatophora,Basommatophora,Gastropoda,Mollusca,,1.0,1.0
Unio tumidus,Unio,Unionidae,Unionoida,Palaeoheterodonta,Bivalvia,Mollusca,,0.0,1.0
Unio pictorum,Unio,Unionidae,Unionoida,Palaeoheterodonta,Bivalvia,Mollusca,,0.0,1.0
Anodonta piscinalis,Anodonta,Unionidae,Unionoida,Palaeoheterodonta,Bivalvia,Mollusca,,0.0,1.0
Sphaerium rivicola,Sphaerium,Pisidiidae,Veneroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Acartia clausi,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Acartia clausi,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Acartia clausi,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Acartia clausi,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Acartia clausi,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Acartia clausi,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Calanus sp.,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Pseudocalanus sp.,Pseudocalanus,Pseudocalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Centropages sp.,Centropages,Centropagidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Podon sp.,Podon,Polyphemidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Evadne sp.,Evadne,Polyphemidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Metridia longa,Metridia,Metridinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Metridia longa,Metridia,Metridinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Metridia longa,Metridia,Metridinidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Bougainvillia superciliaris,Bougainvillia,Bougainvilliidae,Anthomedusae,Hydroida,Hydrozoa,Cnidaria,0.3585708000000002,3.0,3.0
Halitholus cirratus,Halitholus,Pandeidae,Anthomedusae,Hydroida,Hydrozoa,Cnidaria,0.3846956625000005,3.0,3.0
Sarsia princeps,Sarsia,Corynidae,Anthomedusae,Hydroida,Hydrozoa,Cnidaria,0.2550339000000003,3.0,3.0
Hybocodon prolifer,Hybocodon,Tubulariidae,Anthomedusae,Hydroida,Hydrozoa,Cnidaria,0.7256789999999992,3.0,3.0
Aglantha digitale,Aglantha,Rhopalonematidae,Trachymedusae,Trachylina,Hydrozoa,Cnidaria,0.3664386000000004,3.0,2.0
Mertensia ovum,Mertensia,Mertensiidae,Cydippida,Tentaculata,Ctenophora,Ctenophora,0.3656015999999997,3.0,3.0
Beroe cucumis,Beroe,Beroidae,Beroida,Nuda,Ctenophora,Ctenophora,0.1906685999999997,3.0,3.0
Autolytus sp.,Autolytus,Syllidae,Phyllodocida,Aciculata,Polychaeta,Annelida,2.504722499999999,1.0,2.0
Limacina helicina,Limacina,Limacinidae,Thecosomata,Thecosomata,Gastropoda,Mollusca,3.9210834375,3.0,1.0
Clione limacina,Clione,Clionidae,Gymnosomata,Opisthobranchia,Gastropoda,Mollusca,1.0472543999999997,3.0,3.0
Themisto libellula,Parathemisto,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,4.6224999,3.0,3.0
Hyperoche medusarum,Hyperoche,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,4.570564050000001,3.0,3.0
Onisimus litoralis,Onisimus,Lysianassidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,4.785945074999999,2.0,2.0
Gammarus setosus,Gammarus,Gammaridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,4.112421637500001,2.0,1.0
Orchomenella minuta,Orchomenella,Lysianassidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,2.0,2.0
Anonyx nugax,Anonyx,Lysianassidae,Gammaridea,Amphipoda,Malacostraca,Crustacea,4.966130249999999,2.0,2.0
Thysanoessa inermis,Thysanoessa,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,6.559171424999998,3.0,1.0
Sagitta elegans,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,2.0439330750000004,3.0,3.0
Anoplogaster cornuta,Anoplogaster,Anoplogasteridae,Beryciformes,Acanthopterygii,Teleostei,Osteichthyes,1.4508376410500008,3.0,3.0
Bathylagus longirostris,Bathylagus,Bathylagidae,Osmeriformes,Protacanthopterygii,Teleostei,Osteichthyes,1.6252040868,3.0,3.0
Cyclothone pallida,Cyclothone,Gonostomatidae,Stomiiformes,Stenopterygii,Teleostei,Osteichthyes,2.2282100006400007,3.0,3.0
Gonostoma elongatum,Gonostoma,Gonostomatidae,Stomiiformes,Stenopterygii,Teleostei,Osteichthyes,1.6571106084399994,3.0,3.0
Melamphaes longivelis,Melamphaes,Melamphaidae,Stephanoberyciformes,Acanthopterygii,Teleostei,Osteichthyes,2.4721856132799997,3.0,3.0
Poromitra sp.,Poromitra,Melamphaidae,Stephanoberyciformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,3.0
Scopelegadus mizolepis,Scopelegadus,Melamphaidae,Stephanoberyciformes,Acanthopterygii,Teleostei,Osteichthyes,1.380584436,3.0,3.0
Scopeloberyx sp.,Scopeloberyx,Melamphaidae,Stephanoberyciformes,Acanthopterygii,Teleostei,Osteichthyes,3.7551617419800007,3.0,3.0
Benthosema suborbitale,Benthosema,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,2.9968670664,3.0,3.0
Bolinichthys photothorax,Bolinichthys,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,3.0408009786,3.0,3.0
Centrobranchus nigroocellatus,Centrobranchus,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,1.837090391033333,3.0,3.0
Diaphus dumerilii,Diaphus,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,2.8210561916766665,3.0,3.0
Diaphus effulgens,Diaphus,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,2.6761521459200006,3.0,3.0
Diaphus lucidus,Diaphus,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,3.4425535293600014,3.0,3.0
Diaphus mollis,Diaphus,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,3.0815262100000003,3.0,3.0
Diaphus splendidus,Diaphus,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,3.04396234772,3.0,3.0
Gonichthys cocco,Gonichthys,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,3.135083752,3.0,3.0
Hygophum benoiti,Hygophum,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,3.514775320249999,3.0,3.0
Hygophum reinhardtii,Hygophum,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,3.858648625366667,3.0,3.0
Lampadena luminosa,Lampadena,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,2.590309558813334,3.0,3.0
Lampanyctus alatus,Lampanyctus,Bathylagidae,Osmeriformes,Protacanthopterygii,Teleostei,Osteichthyes,2.9227165970266658,3.0,3.0
Lampanyctus lineatus,Lampanyctus,Bathylagidae,Osmeriformes,Protacanthopterygii,Teleostei,Osteichthyes,1.3434331466400005,3.0,3.0
Lepidophanes guentheri,Lepidophanes,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,2.69793181636,3.0,3.0
Lobianchia gemellarii,Lobianchia,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,2.8328573513599995,3.0,3.0
Myctophum nitidulum,Myctophum,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,2.9849052912866667,3.0,3.0
Notoscopelus resplendens,Notoscopelus,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,3.1701713885000005,3.0,3.0
Notolychnus valdiviae,Notolychnus,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,5.415366756799999,3.0,3.0
Taaingichthys bathyphilus,Taaingichthys,Myctophidae,Myctophiformes,Scopelomorpha,Teleostei,Osteichthyes,2.573697342150001,3.0,3.0
Agyropelecus aculeatus,Agyropelecus,Sternoptychidae,Stomiiformes,Stenopterygii,Teleostei,Osteichthyes,2.6676584438400006,3.0,3.0
Agyropelecus hemigymnus,Agyropelecus,Sternoptychidae,Stomiiformes,Stenopterygii,Teleostei,Osteichthyes,3.2827257094666664,3.0,3.0
Maurolicus muelleri,Maurolicus,Gonostomatidae,Stomiiformes,Stenopterygii,Teleostei,Osteichthyes,3.40045684224,3.0,3.0
Sternoptyx diaphana,Sternoptyx,Sternoptychidae,Stomiiformes,Stenopterygii,Teleostei,Osteichthyes,2.32081499092,3.0,3.0
Sternoptyx pseudobscura,Sternoptyx,Sternoptychidae,Stomiiformes,Stenopterygii,Teleostei,Osteichthyes,1.5991742844,3.0,3.0
Pelagia noctiluca,Pelagia,Pelagiidae,Semaeostomeae,Semaeostomeae,Scyphozoa,Cnidaria,,3.0,2.0
Abylopsis tetragona,Abylopsis,Abylidae,Calycophorae,Siphonophorae,Hydrozoa,Cnidaria,,3.0,3.0
Cestum veneris,Cestum,Cestidae,Cestida,Tentaculata,Ctenophora,Ctenophora,,3.0,2.0
Cavolinia inflexa,Cavolinia,Cavoliniidae,Thecosomata,Thecosomata,Gastropoda,Mollusca,,3.0,1.0
Clio pyramidata,Clio,Cavoliniidae,Thecosomata,Thecosomata,Gastropoda,Mollusca,,3.0,1.0
Chaetopterus variopedatus,Chaetopterus,Chaetopteridae,Spionida,Canalipalpata,Polychaeta,Annelida,,3.0,1.0
Podon intermedius,Podon,Polyphemidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Calanus helgolandicus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus gracilis,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Centropages typicus,Centropages,Centropagidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Acartia clausi,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Candacia armata,Candacia,Candaciidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Euchaeta marina,Euchaeta,Euchaetidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Anomalocera patersoni,Anomalocera,Pontellidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Eucopia hanseni,Eucopia,Eucopiidae,Lophogastrida,Lophogastrida,Malacostraca,Crustacea,,3.0,3.0
Siriella armata,Siriella,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,,3.0,3.0
Leptomysis lingvura,Leptomysis,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,,3.0,3.0
Scina crassicornis,Scina,Scinidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Phrosina semilunata,Phrosina,Phrosinidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Phronima sedentaria,Phronima,Phronimidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Meganyctiphanes norvegica,Meganyctiphanes,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia kronhii,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Nematoscelis megalops,Nematoscelis,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Stylocheiron abbreviatum,Stylocheiron,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Gennadas elegans,Gennadas,Benthesicymidae,Penaeoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sergestes arcticus,Sergestes,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sergestes robustus,Sergestes,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sergestes corniculum,Sergestes,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Pasiphaea sivado,Pasiphaea,Pasiphaeidae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Pasiphaea multidentata,Pasiphaea,Pasiphaeidae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Acanthephyra pelagica,Acanthephyra,Oplophoridae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
